2018-11-23T11:24:11.951997	+022.0C
2018-11-23T11:24:21.920186	+022.1C
2018-11-23T11:24:31.888904	+022.2C
2018-11-23T11:24:41.856921	+022.3C
2018-11-23T11:24:51.825217	+022.3C
2018-11-23T11:25:01.794231	+022.3C
2018-11-23T11:25:11.763221	+022.4C
2018-11-23T11:25:21.732997	+022.4C
2018-11-23T11:25:31.700924	+022.4C
2018-11-23T11:25:41.669217	+022.4C
2018-11-23T11:25:51.638777	+022.4C
2018-11-23T11:26:01.607110	+022.5C
2018-11-23T11:26:11.575628	+022.5C
2018-11-23T11:26:21.544733	+022.6C
2018-11-23T11:26:31.514020	+022.6C
2018-11-23T11:26:41.484190	+022.6C
2018-11-23T11:26:51.451989	+022.5C
2018-11-23T11:27:01.421042	+022.5C
2018-11-23T11:27:11.390117	+022.6C
2018-11-23T11:27:21.359091	+022.6C
2018-11-23T11:27:31.329108	+022.6C
2018-11-23T11:27:41.297927	+022.6C
2018-11-23T11:27:51.267957	+022.6C
2018-11-23T11:28:01.236976	+022.6C
2018-11-23T11:28:11.205906	+023.0C
2018-11-23T11:28:21.174941	+024.0C
2018-11-23T11:28:31.143994	+024.6C
2018-11-23T11:28:41.111986	+025.6C
2018-11-23T11:28:51.080975	+025.8C
2018-11-23T11:29:01.048219	+026.3C
2018-11-23T11:29:11.017986	+026.1C
2018-11-23T11:29:20.985906	+025.9C
2018-11-23T11:29:30.954942	+025.9C
2018-11-23T11:29:40.922945	+025.8C
2018-11-23T11:29:50.892004	+025.7C
2018-11-23T11:30:00.859919	+025.4C
2018-11-23T11:30:10.829029	+025.3C
2018-11-23T11:30:20.796207	+025.1C
2018-11-23T11:30:30.764936	+024.9C
2018-11-23T11:30:40.733962	+024.7C
2018-11-23T11:30:50.702018	+024.6C
2018-11-23T11:31:00.669206	+024.6C
2018-11-23T11:31:10.637904	+024.4C
2018-11-23T11:31:20.606927	+024.3C
2018-11-23T11:31:30.575999	+024.3C
2018-11-23T11:31:40.543920	+024.1C
2018-11-23T11:31:50.512775	+024.1C
2018-11-23T11:32:00.480842	+024.0C
2018-11-23T11:32:10.449997	+023.9C
2018-11-23T11:32:20.419005	+023.9C
2018-11-23T11:32:30.387835	+023.8C
2018-11-23T11:32:40.356968	+023.8C
2018-11-23T11:32:50.325956	+023.8C
2018-11-23T11:33:00.295991	+023.8C
2018-11-23T11:33:10.264934	+023.7C
2018-11-23T11:33:20.234994	+023.7C
2018-11-23T11:33:30.203932	+023.7C
2018-11-23T11:33:40.173940	+023.6C
2018-11-23T11:33:50.143996	+023.6C
2018-11-23T11:34:00.112841	+023.6C
2018-11-23T11:34:10.081917	+023.6C
2018-11-23T11:34:20.052119	+023.6C
2018-11-23T11:34:30.021885	+023.6C
2018-11-23T11:34:39.990952	+023.6C
2018-11-23T11:34:49.961092	+023.6C
2018-11-23T11:34:59.930807	+023.5C
2018-11-23T11:35:09.899878	+023.5C
2018-11-23T11:35:19.869994	+023.6C
2018-11-23T11:35:29.839774	+023.5C
2018-11-23T11:35:39.809908	+023.5C
2018-11-23T11:35:49.779765	+023.4C
2018-11-23T11:35:59.749793	+023.4C
2018-11-23T11:36:09.719858	+023.4C
2018-11-23T11:36:19.689200	+023.4C
2018-11-23T11:36:29.660094	+023.4C
2018-11-23T11:36:39.628842	+023.4C
2018-11-23T11:36:49.600002	+023.4C
2018-11-23T11:36:59.569956	+023.4C
2018-11-23T11:37:09.539767	+023.4C
2018-11-23T11:37:19.511037	+023.4C
2018-11-23T11:37:29.480213	+023.4C
2018-11-23T11:37:39.450997	+023.4C
2018-11-23T11:37:49.421019	+023.4C
2018-11-23T11:37:59.389939	+023.4C
2018-11-23T11:38:09.359997	+023.4C
2018-11-23T11:38:19.328923	+023.4C
2018-11-23T11:38:29.298178	+023.4C
2018-11-23T11:38:39.267759	+023.4C
2018-11-23T11:38:49.237995	+023.4C
2018-11-23T11:38:59.206936	+023.4C
2018-11-23T11:39:09.176813	+023.4C
2018-11-23T11:39:19.146926	+023.4C
2018-11-23T11:39:29.115996	+023.4C
2018-11-23T11:39:39.084194	+023.4C
2018-11-23T11:39:49.053964	+023.4C
2018-11-23T11:39:59.022917	+023.4C
2018-11-23T11:40:08.991919	+023.4C
2018-11-23T11:40:18.961128	+023.4C
2018-11-23T11:40:28.930941	+023.4C
2018-11-23T11:40:38.900984	+023.4C
2018-11-23T11:40:48.869964	+023.4C
2018-11-23T11:40:58.839214	+023.4C
2018-11-23T11:41:08.809995	+023.3C
2018-11-23T11:41:18.778965	+023.3C
2018-11-23T11:41:28.748224	+023.3C
2018-11-23T11:41:38.718033	+023.3C
2018-11-23T11:41:48.688017	+023.4C
2018-11-23T11:41:58.657908	+023.3C
2018-11-23T11:42:08.628094	+023.3C
2018-11-23T11:42:18.598822	+023.3C
2018-11-23T11:42:28.568247	+023.3C
2018-11-23T11:42:38.538955	+023.3C
2018-11-23T11:42:48.508907	+023.3C
2018-11-23T11:42:58.479212	+023.3C
2018-11-23T11:43:08.451005	+023.3C
2018-11-23T11:43:18.421015	+023.3C
2018-11-23T11:43:28.391996	+023.3C
2018-11-23T11:43:38.362997	+023.3C
2018-11-23T11:43:48.334009	+023.3C
2018-11-23T11:43:58.304177	+023.3C
2018-11-23T11:44:08.275995	+023.3C
2018-11-23T11:44:18.246083	+023.3C
2018-11-23T11:44:28.216933	+023.3C
2018-11-23T11:44:38.187932	+023.3C
2018-11-23T11:44:48.159021	+023.3C
2018-11-23T11:44:58.131032	+023.3C
2018-11-23T11:45:08.101118	+023.3C
2018-11-23T11:45:18.073004	+023.3C
2018-11-23T11:45:28.043993	+023.3C
2018-11-23T11:45:38.014949	+023.3C
2018-11-23T11:45:47.986159	+023.2C
2018-11-23T11:45:57.957940	+023.2C
2018-11-23T11:46:07.928926	+023.2C
2018-11-23T11:46:17.900136	+023.2C
2018-11-23T11:46:27.872095	+023.2C
2018-11-23T11:46:37.843990	+023.2C
2018-11-23T11:46:47.814975	+023.3C
2018-11-23T11:46:57.785942	+023.2C
2018-11-23T11:47:07.757998	+023.2C
2018-11-23T11:47:17.729021	+023.2C
2018-11-23T11:47:27.699945	+023.2C
2018-11-23T11:47:37.671164	+023.2C
2018-11-23T11:47:47.642966	+023.2C
2018-11-23T11:47:57.614225	+023.2C
2018-11-23T11:48:07.586968	+023.2C
2018-11-23T11:48:17.558244	+023.1C
2018-11-23T11:48:27.530996	+023.1C
2018-11-23T11:48:37.502925	+023.1C
2018-11-23T11:48:47.474937	+023.1C
2018-11-23T11:48:57.446150	+023.1C
2018-11-23T11:49:07.418993	+023.1C
2018-11-23T11:49:17.390020	+023.1C
2018-11-23T11:49:27.361981	+023.1C
2018-11-23T11:49:37.333926	+023.1C
2018-11-23T11:49:47.305937	+023.1C
2018-11-23T11:49:57.278999	+023.1C
2018-11-23T11:50:07.249865	+023.1C
2018-11-23T11:50:17.222010	+023.1C
2018-11-23T11:50:27.194012	+023.1C
2018-11-23T11:50:37.165993	+023.1C
2018-11-23T11:50:47.138017	+023.1C
2018-11-23T11:50:57.109217	+023.1C
2018-11-23T11:51:07.081937	+023.1C
2018-11-23T11:51:17.054091	+023.1C
2018-11-23T11:51:27.026993	+023.1C
2018-11-23T11:51:36.998995	+023.1C
2018-11-23T11:51:46.971004	+023.0C
2018-11-23T11:51:56.942996	+022.9C
2018-11-23T11:52:06.914069	+022.9C
2018-11-23T11:52:16.886996	+022.9C
2018-11-23T11:52:26.857966	+022.8C
2018-11-23T11:52:36.829995	+022.7C
2018-11-23T11:52:46.802011	+022.7C
2018-11-23T11:52:56.773824	+022.7C
2018-11-23T11:53:06.745998	+022.7C
2018-11-23T11:53:16.718021	+022.7C
2018-11-23T11:53:26.689938	+022.6C
2018-11-23T11:53:36.660936	+022.6C
2018-11-23T11:53:46.632943	+022.6C
2018-11-23T11:53:56.604992	+022.6C
2018-11-23T11:54:06.576936	+022.6C
2018-11-23T11:54:16.547907	+022.6C
2018-11-23T11:54:26.519969	+022.6C
2018-11-23T11:54:36.491126	+022.6C
2018-11-23T11:54:46.462950	+022.6C
2018-11-23T11:54:56.435035	+022.7C
2018-11-23T11:55:06.406066	+022.7C
2018-11-23T11:55:16.378994	+022.7C
2018-11-23T11:55:26.350048	+022.7C
2018-11-23T11:55:36.321225	+022.7C
2018-11-23T11:55:46.294001	+022.7C
2018-11-23T11:55:56.264963	+022.7C
2018-11-23T11:56:06.236995	+022.7C
2018-11-23T11:56:16.208947	+022.7C
2018-11-23T11:56:26.180017	+022.6C
2018-11-23T11:56:36.151903	+022.6C
2018-11-23T11:56:46.123941	+022.6C
2018-11-23T11:56:56.095997	+022.6C
2018-11-23T11:57:06.067906	+022.6C
2018-11-23T11:57:16.039949	+022.6C
2018-11-23T11:57:26.012006	+022.6C
2018-11-23T11:57:35.982961	+022.6C
2018-11-23T11:57:45.954992	+022.5C
2018-11-23T11:57:55.926996	+022.5C
2018-11-23T11:58:05.897909	+022.5C
2018-11-23T11:58:15.869995	+022.4C
2018-11-23T11:58:25.842048	+022.5C
2018-11-23T11:58:35.812906	+022.5C
2018-11-23T11:58:45.784967	+022.5C
2018-11-23T11:58:55.756998	+022.4C
2018-11-23T11:59:05.728249	+022.4C
2018-11-23T11:59:15.700195	+022.4C
2018-11-23T11:59:25.672993	+022.4C
2018-11-23T11:59:35.644995	+022.4C
2018-11-23T11:59:45.616992	+022.4C
2018-11-23T11:59:55.588997	+022.4C
2018-11-23T12:00:05.559996	+022.4C
2018-11-23T12:00:15.532011	+022.4C
2018-11-23T12:00:25.503966	+022.4C
2018-11-23T12:00:35.475910	+022.4C
2018-11-23T12:00:45.447926	+022.4C
2018-11-23T12:00:55.419214	+022.4C
2018-11-23T12:01:05.392024	+022.3C
2018-11-23T12:01:15.362957	+022.3C
2018-11-23T12:01:25.334951	+022.3C
2018-11-23T12:01:35.307995	+022.3C
2018-11-23T12:01:45.279218	+022.3C
2018-11-23T12:01:55.251184	+022.2C
2018-11-23T12:02:05.224017	+022.2C
2018-11-23T12:02:15.196064	+022.2C
2018-11-23T12:02:25.168068	+022.2C
2018-11-23T12:02:35.140149	+022.2C
2018-11-23T12:02:45.113067	+022.2C
2018-11-23T12:02:55.085906	+022.2C
2018-11-23T12:03:05.058947	+022.2C
2018-11-23T12:03:15.032015	+022.3C
2018-11-23T12:03:25.003986	+022.3C
2018-11-23T12:03:34.976107	+022.3C
2018-11-23T12:03:44.948926	+022.3C
2018-11-23T12:03:54.920912	+022.2C
2018-11-23T12:04:04.894026	+022.3C
2018-11-23T12:04:14.865044	+022.2C
2018-11-23T12:04:24.837221	+022.2C
2018-11-23T12:04:34.809905	+022.2C
2018-11-23T12:04:44.782996	+022.3C
2018-11-23T12:04:54.754907	+022.3C
2018-11-23T12:05:04.727996	+022.3C
2018-11-23T12:05:14.699938	+022.4C
2018-11-23T12:05:24.671919	+022.4C
2018-11-23T12:05:34.644934	+022.4C
2018-11-23T12:05:44.616196	+022.4C
2018-11-23T12:05:54.588989	+022.4C
2018-11-23T12:06:04.560914	+022.4C
2018-11-23T12:06:14.533181	+022.3C
2018-11-23T12:06:24.505995	+022.3C
2018-11-23T12:06:34.477965	+022.3C
2018-11-23T12:06:44.451002	+022.3C
2018-11-23T12:06:54.422991	+022.3C
2018-11-23T12:07:04.394153	+022.3C
2018-11-23T12:07:14.366975	+022.3C
2018-11-23T12:07:24.338959	+022.3C
2018-11-23T12:07:34.310932	+022.3C
2018-11-23T12:07:44.282958	+022.3C
2018-11-23T12:07:54.254973	+022.3C
2018-11-23T12:08:04.226925	+022.3C
2018-11-23T12:08:14.198935	+022.3C
2018-11-23T12:08:24.172003	+022.2C
2018-11-23T12:08:34.143058	+022.3C
2018-11-23T12:08:44.115998	+022.2C
2018-11-23T12:08:54.086909	+022.3C
2018-11-23T12:09:04.058997	+022.3C
2018-11-23T12:09:14.029926	+022.3C
2018-11-23T12:09:24.002006	+022.3C
2018-11-23T12:09:33.973996	+022.3C
2018-11-23T12:09:43.944927	+022.3C
2018-11-23T12:09:53.916993	+022.3C
2018-11-23T12:10:03.887921	+022.3C
2018-11-23T12:10:13.859756	+022.2C
2018-11-23T12:10:23.831228	+022.2C
2018-11-23T12:10:33.804021	+022.3C
2018-11-23T12:10:43.774992	+022.3C
2018-11-23T12:10:53.746197	+022.3C
2018-11-23T12:11:03.718995	+022.3C
2018-11-23T12:11:13.691019	+022.3C
2018-11-23T12:11:23.662048	+022.3C
2018-11-23T12:11:33.633755	+022.3C
2018-11-23T12:11:43.605770	+022.3C
2018-11-23T12:11:53.577806	+022.3C
2018-11-23T12:12:03.549803	+022.3C
2018-11-23T12:12:13.522815	+022.3C
2018-11-23T12:12:23.494804	+022.3C
2018-11-23T12:12:33.466929	+022.3C
2018-11-23T12:12:43.439009	+022.3C
2018-11-23T12:12:53.409891	+022.3C
2018-11-23T12:13:03.382029	+022.3C
2018-11-23T12:13:13.354072	+022.3C
2018-11-23T12:13:23.325171	+022.2C
2018-11-23T12:13:33.297881	+022.3C
2018-11-23T12:13:43.272045	+022.3C
2018-11-23T12:13:53.243996	+022.3C
2018-11-23T12:14:03.217091	+022.3C
2018-11-23T12:14:13.189117	+022.3C
2018-11-23T12:14:23.162048	+022.3C
2018-11-23T12:14:33.134087	+022.3C
2018-11-23T12:14:43.107088	+022.3C
2018-11-23T12:14:53.080085	+022.3C
2018-11-23T12:15:03.052046	+022.3C
2018-11-23T12:15:13.024180	+022.3C
2018-11-23T12:15:22.997012	+022.3C
2018-11-23T12:15:32.969252	+022.3C
2018-11-23T12:15:42.943084	+022.2C
2018-11-23T12:15:52.915136	+022.2C
2018-11-23T12:16:02.887994	+022.2C
2018-11-23T12:16:12.861092	+022.1C
2018-11-23T12:16:22.834198	+022.1C
2018-11-23T12:16:32.805179	+022.1C
2018-11-23T12:16:42.778085	+022.2C
2018-11-23T12:16:52.750217	+022.2C
2018-11-23T12:17:02.723003	+022.2C
2018-11-23T12:17:12.696092	+022.2C
2018-11-23T12:17:22.668093	+022.1C
2018-11-23T12:17:32.641132	+022.1C
2018-11-23T12:17:42.612337	+022.1C
2018-11-23T12:17:52.585089	+022.1C
2018-11-23T12:18:02.557030	+022.1C
2018-11-23T12:18:12.529110	+022.1C
2018-11-23T12:18:22.501067	+022.1C
2018-11-23T12:18:32.474085	+022.1C
2018-11-23T12:18:42.446032	+022.0C
2018-11-23T12:18:52.419085	+021.9C
2018-11-23T12:19:02.391067	+021.9C
2018-11-23T12:19:12.362999	+021.9C
2018-11-23T12:19:22.336091	+021.9C
2018-11-23T12:19:32.308032	+021.8C
2018-11-23T12:19:42.281048	+021.8C
2018-11-23T12:19:52.253094	+021.8C
2018-11-23T12:20:02.226084	+021.7C
2018-11-23T12:20:12.199086	+021.7C
2018-11-23T12:20:22.170993	+021.7C
2018-11-23T12:20:32.144086	+021.7C
2018-11-23T12:20:42.116032	+021.8C
2018-11-23T12:20:52.089089	+021.8C
2018-11-23T12:21:02.061095	+021.7C
2018-11-23T12:21:12.033004	+021.7C
2018-11-23T12:21:22.006086	+021.7C
2018-11-23T12:21:31.978087	+021.7C
2018-11-23T12:21:41.949346	+021.7C
2018-11-23T12:21:51.921880	+021.7C
2018-11-23T12:22:01.895061	+021.6C
2018-11-23T12:22:11.867034	+021.6C
2018-11-23T12:22:21.840025	+021.6C
2018-11-23T12:22:31.812996	+021.6C
2018-11-23T12:22:41.785311	+021.6C
2018-11-23T12:22:51.759091	+021.6C
2018-11-23T12:23:01.731188	+021.5C
2018-11-23T12:23:11.704079	+021.5C
2018-11-23T12:23:21.677097	+021.5C
2018-11-23T12:23:31.648997	+021.5C
2018-11-23T12:23:41.621162	+021.4C
2018-11-23T12:23:51.593889	+021.4C
2018-11-23T12:24:01.567089	+021.4C
2018-11-23T12:24:11.539228	+021.4C
2018-11-23T12:24:21.512156	+021.4C
2018-11-23T12:24:31.485185	+021.4C
2018-11-23T12:24:41.458057	+021.4C
2018-11-23T12:24:51.430869	+021.4C
2018-11-23T12:25:01.403319	+021.3C
2018-11-23T12:25:11.376043	+021.3C
2018-11-23T12:25:21.349086	+021.3C
2018-11-23T12:25:31.321050	+021.3C
2018-11-23T12:25:41.293072	+021.3C
2018-11-23T12:25:51.265893	+021.3C
2018-11-23T12:26:01.238092	+021.3C
2018-11-23T12:26:11.210050	+021.3C
2018-11-23T12:26:21.182071	+021.3C
2018-11-23T12:26:31.154083	+021.3C
2018-11-23T12:26:41.126118	+021.3C
2018-11-23T12:26:51.098080	+021.3C
2018-11-23T12:27:01.070028	+021.3C
2018-11-23T12:27:11.043116	+021.3C
2018-11-23T12:27:21.015088	+021.3C
2018-11-23T12:27:30.987080	+021.3C
2018-11-23T12:27:40.959030	+021.3C
2018-11-23T12:27:50.931069	+021.3C
2018-11-23T12:28:00.903311	+021.2C
2018-11-23T12:28:10.876198	+021.2C
2018-11-23T12:28:20.848997	+021.3C
2018-11-23T12:28:30.821238	+021.3C
2018-11-23T12:28:40.794755	+021.3C
2018-11-23T12:28:50.767005	+021.3C
2018-11-23T12:29:00.740026	+021.3C
2018-11-23T12:29:10.713269	+021.3C
2018-11-23T12:29:20.684852	+021.3C
2018-11-23T12:29:30.657327	+021.3C
2018-11-23T12:29:40.630030	+021.2C
2018-11-23T12:29:50.602220	+021.2C
2018-11-23T12:30:00.575050	+021.2C
2018-11-23T12:30:10.547298	+021.1C
2018-11-23T12:30:20.520039	+021.1C
2018-11-23T12:30:30.493092	+021.1C
2018-11-23T12:30:40.465214	+021.1C
2018-11-23T12:30:50.438054	+021.1C
2018-11-23T12:31:00.411093	+021.1C
2018-11-23T12:31:10.384088	+021.1C
2018-11-23T12:31:20.356064	+021.1C
2018-11-23T12:31:30.329084	+021.1C
2018-11-23T12:31:40.302060	+021.1C
2018-11-23T12:31:50.274331	+021.1C
2018-11-23T12:32:00.247211	+021.1C
2018-11-23T12:32:10.221052	+021.1C
2018-11-23T12:32:20.194024	+021.1C
2018-11-23T12:32:30.166229	+021.1C
2018-11-23T12:32:40.139254	+021.1C
2018-11-23T12:32:50.113084	+021.1C
2018-11-23T12:33:00.085026	+021.1C
2018-11-23T12:33:10.058033	+021.1C
2018-11-23T12:33:20.030988	+021.1C
2018-11-23T12:33:30.005105	+021.1C
2018-11-23T12:33:39.978031	+021.1C
2018-11-23T12:33:49.952045	+021.0C
2018-11-23T12:33:59.925086	+021.0C
2018-11-23T12:34:09.897995	+021.0C
2018-11-23T12:34:19.872042	+021.0C
2018-11-23T12:34:29.845075	+021.0C
2018-11-23T12:34:39.818211	+021.0C
2018-11-23T12:34:49.792004	+021.0C
2018-11-23T12:34:59.765015	+021.0C
2018-11-23T12:35:09.738207	+021.0C
2018-11-23T12:35:19.711990	+021.0C
2018-11-23T12:35:29.686081	+020.9C
2018-11-23T12:35:39.658994	+021.0C
2018-11-23T12:35:49.633083	+021.0C
2018-11-23T12:35:59.606271	+021.0C
2018-11-23T12:36:09.579033	+021.0C
2018-11-23T12:36:19.553087	+021.0C
2018-11-23T12:36:29.526088	+021.0C
2018-11-23T12:36:39.499175	+020.9C
2018-11-23T12:36:49.473123	+020.9C
2018-11-23T12:36:59.447115	+020.9C
2018-11-23T12:37:09.421045	+020.9C
2018-11-23T12:37:19.394038	+020.9C
2018-11-23T12:37:29.368114	+020.9C
2018-11-23T12:37:39.341041	+020.9C
2018-11-23T12:37:49.314883	+020.9C
2018-11-23T12:37:59.289082	+020.9C
2018-11-23T12:38:09.262032	+020.9C
2018-11-23T12:38:19.236108	+020.9C
2018-11-23T12:38:29.209087	+020.9C
2018-11-23T12:38:39.183087	+020.9C
2018-11-23T12:38:49.156036	+020.9C
2018-11-23T12:38:59.130084	+020.9C
2018-11-23T12:39:09.103047	+020.9C
2018-11-23T12:39:19.077062	+020.9C
2018-11-23T12:39:29.051188	+020.9C
2018-11-23T12:39:39.025332	+020.9C
2018-11-23T12:39:48.999415	+020.9C
2018-11-23T12:39:58.974032	+020.9C
2018-11-23T12:40:08.949216	+020.9C
2018-11-23T12:40:18.923022	+020.9C
2018-11-23T12:40:28.898058	+020.9C
2018-11-23T12:40:38.872031	+020.9C
2018-11-23T12:40:48.846181	+020.9C
2018-11-23T12:40:58.821045	+020.9C
2018-11-23T12:41:08.796082	+020.9C
2018-11-23T12:41:18.770069	+020.9C
2018-11-23T12:41:28.744296	+020.9C
2018-11-23T12:41:38.718403	+020.9C
2018-11-23T12:41:48.693080	+020.9C
2018-11-23T12:41:58.667003	+020.9C
2018-11-23T12:42:08.642030	+020.9C
2018-11-23T12:42:18.616028	+020.9C
2018-11-23T12:42:28.590113	+020.9C
2018-11-23T12:42:38.565085	+020.9C
2018-11-23T12:42:48.539121	+020.9C
2018-11-23T12:42:58.513066	+021.0C
2018-11-23T12:43:08.488081	+021.0C
2018-11-23T12:43:18.461946	+021.0C
2018-11-23T12:43:28.436070	+021.0C
2018-11-23T12:43:38.411108	+021.0C
2018-11-23T12:43:48.385029	+021.0C
2018-11-23T12:43:58.359070	+021.0C
2018-11-23T12:44:08.334080	+021.0C
2018-11-23T12:44:18.308021	+020.9C
2018-11-23T12:44:28.282152	+020.9C
2018-11-23T12:44:38.257089	+020.9C
2018-11-23T12:44:48.232046	+020.9C
2018-11-23T12:44:58.207088	+020.9C
2018-11-23T12:45:08.181134	+020.9C
2018-11-23T12:45:18.156055	+020.9C
2018-11-23T12:45:28.131097	+020.9C
2018-11-23T12:45:38.105003	+020.9C
2018-11-23T12:45:48.079198	+020.9C
2018-11-23T12:45:58.054090	+020.9C
2018-11-23T12:46:08.028070	+020.9C
2018-11-23T12:46:18.003087	+020.9C
2018-11-23T12:46:27.977090	+020.9C
2018-11-23T12:46:37.951042	+020.9C
2018-11-23T12:46:47.925027	+020.9C
2018-11-23T12:46:57.900090	+020.9C
2018-11-23T12:47:07.874023	+020.9C
2018-11-23T12:47:17.848068	+020.9C
2018-11-23T12:47:27.822065	+020.9C
2018-11-23T12:47:37.795999	+020.9C
2018-11-23T12:47:47.769997	+020.9C
2018-11-23T12:47:57.745087	+020.8C
